institucion_origen;fecha_inicio;fecha_finalizacion;monto_total_adjudicado;monto_financiado_adjudicado;estado;cantidad_miembros_F;cantidad_miembros_M;sexo_director;area_conocimiento;cantidad_miembros_total;año_inicio;duracion_dias
CONICET;2009-01-01;2011-12-31;89850.0;89850.0;Finalizado;3.0;1.0;F;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;4.0;6.0;F;Ingenierías Y Tecnologías;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;0.0;M;Ciencias Médicas Y De La Salud;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;0.0;M;Ciencias Médicas Y De La Salud;1.0;2009;1094
CONICET;2009-01-01;2011-12-31;24000.0;24000.0;Finalizado;0.0;2.0;M;Ciencias Médicas Y De La Salud;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;6.0;4.0;M;Ciencias Agrícolas;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;3.0;1.0;F;Ciencias Agrícolas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;0.0;3.0;M;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;1.0;M;Ciencias Médicas Y De La Salud;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;2.0;M;Ciencias Médicas Y De La Salud;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;89500.0;89500.0;Finalizado;1.0;0.0;M;Ciencias Agrícolas;1.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;2.0;1.0;F;Ciencias Sociales;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;287500.0;287500.0;Finalizado;0.0;4.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;252000.0;252000.0;Finalizado;2.0;7.0;M;Ciencias Naturales Y Exactas;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;294000.0;294000.0;Finalizado;2.0;4.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;59000.0;59000.0;Finalizado;3.0;4.0;M;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;0.0;4.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;87000.0;87000.0;Finalizado;0.0;4.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;1.0;3.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;146720.0;146720.0;Finalizado;4.0;7.0;M;Ciencias Naturales Y Exactas;11.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;3.0;3.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;0.0;11.0;F;Ciencias Naturales Y Exactas;11.0;2009;1094
CONICET;2009-01-01;2011-12-31;31147.0;31147.0;Finalizado;0.0;3.0;M;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;0.0;5.0;M;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;0.0;6.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;0.0;5.0;M;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;3.0;5.0;M;Ciencias Naturales Y Exactas;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;295000.0;295000.0;Finalizado;2.0;5.0;M;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;1.0;1.0;F;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;3.0;8.0;M;Ciencias Naturales Y Exactas;11.0;2009;1094
CONICET;2009-01-01;2011-12-31;298760.0;298760.0;Finalizado;5.0;4.0;M;Ciencias Naturales Y Exactas;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;280000.0;280000.0;Finalizado;2.0;4.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;5.0;17.0;M;Ciencias Naturales Y Exactas;22.0;2009;1094
CONICET;2009-01-01;2011-12-31;150000.0;150000.0;Finalizado;1.0;8.0;M;Ciencias Naturales Y Exactas;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;4.0;9.0;M;Ciencias Naturales Y Exactas;13.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;5.0;4.0;F;Ciencias Naturales Y Exactas;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;2.0;1.0;M;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;4.0;2.0;F;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;5.0;4.0;M;Ciencias Naturales Y Exactas;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;5.0;4.0;M;Ciencias Naturales Y Exactas;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;11.0;2.0;M;Ciencias Naturales Y Exactas;13.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;8.0;5.0;F;Ciencias Naturales Y Exactas;13.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;1.0;M;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;2.0;4.0;F;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;10.0;1.0;M;Ciencias Naturales Y Exactas;11.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;3.0;5.0;M;Ciencias Naturales Y Exactas;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;5.0;10.0;M;Ciencias Naturales Y Exactas;15.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;6.0;1.0;F;Ciencias Médicas Y De La Salud;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;1.0;F;Ingenierías Y Tecnologías;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;77000.0;77000.0;Finalizado;2.0;2.0;M;Ingenierías Y Tecnologías;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;6.0;9.0;F;Ingenierías Y Tecnologías;15.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;5.0;3.0;F;Ingenierías Y Tecnologías;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;15.0;3.0;F;Ciencias Naturales Y Exactas;18.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;5.0;1.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;4.0;0.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;6.0;7.0;F;Ciencias Naturales Y Exactas;13.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;0.0;F;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;8.0;2.0;M;Ciencias Naturales Y Exactas;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;6.0;M;Ciencias Naturales Y Exactas;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;0.0;F;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;4.0;3.0;F;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;0.0;F;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;88600.0;88600.0;Finalizado;4.0;1.0;F;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;89050.0;89050.0;Finalizado;0.0;3.0;M;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;3.0;1.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;9.0;5.0;F;Ciencias Naturales Y Exactas;14.0;2009;1094
CONICET;2009-01-01;2011-12-31;136000.0;136000.0;Finalizado;5.0;5.0;M;Ciencias Naturales Y Exactas;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;11.0;3.0;F;Ciencias Naturales Y Exactas;14.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;3.0;4.0;F;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;85850.0;85850.0;Finalizado;1.0;0.0;M;Ciencias Naturales Y Exactas;1.0;2009;1094
CONICET;2009-01-01;2011-12-31;95854.0;95854.0;Finalizado;3.0;4.0;F;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;5.0;4.0;M;Ciencias Naturales Y Exactas;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;89810.0;89810.0;Finalizado;1.0;0.0;M;Ciencias Naturales Y Exactas;1.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;4.0;3.0;F;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;5.0;1.0;F;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;135000.0;135000.0;Finalizado;3.0;0.0;F;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;207680.0;207680.0;Finalizado;7.0;5.0;M;Ciencias Naturales Y Exactas;12.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;4.0;0.0;F;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;89935.0;89935.0;Finalizado;5.0;4.0;F;Ciencias Naturales Y Exactas;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;176000.0;176000.0;Finalizado;2.0;3.0;F;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;2.0;F;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;2.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;2.0;0.0;F;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;2.0;F;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;5.0;0.0;F;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;1.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;3.0;1.0;F;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;3.0;2.0;M;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;9.0;1.0;M;Ciencias Naturales Y Exactas;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;0.0;3.0;M;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;3.0;1.0;F;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;5.0;1.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;5.0;3.0;M;Ciencias Naturales Y Exactas;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;3.0;1.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;1.0;F;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;292500.0;292500.0;Finalizado;6.0;1.0;F;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;4.0;2.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;269500.0;269500.0;Finalizado;5.0;3.0;F;Ciencias Naturales Y Exactas;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;1.0;F;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;288400.0;288400.0;Finalizado;6.0;5.0;F;Ciencias Naturales Y Exactas;11.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;4.0;4.0;F;Ciencias Naturales Y Exactas;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;1.0;1.0;F;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;3.0;F;Ingenierías Y Tecnologías;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;5.0;1.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;5.0;6.0;M;Ciencias Naturales Y Exactas;11.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;1.0;F;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;1.0;M;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;0.0;M;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;2.0;0.0;F;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;89650.0;89650.0;Finalizado;0.0;6.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;0.0;F;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;1.0;3.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;0.0;1.0;M;Ciencias Naturales Y Exactas;1.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;6.0;1.0;M;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;4.0;1.0;F;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;3.0;M;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;2.0;3.0;F;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;1.0;4.0;M;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;240000.0;240000.0;Finalizado;3.0;3.0;F;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;6.0;1.0;F;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;1.0;6.0;F;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;2.0;F;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;199750.0;199750.0;Finalizado;8.0;6.0;M;Ciencias Naturales Y Exactas;14.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;2.0;0.0;F;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;1.0;M;Ciencias Naturales Y Exactas;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;2.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;88000.0;88000.0;Finalizado;4.0;0.0;M;Ciencias Naturales Y Exactas;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;1.0;4.0;M;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;1.0;0.0;M;Ciencias Naturales Y Exactas;1.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;5.0;M;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;162662.0;162662.0;Finalizado;8.0;7.0;M;Ciencias Naturales Y Exactas;15.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;5.0;F;Ciencias Naturales Y Exactas;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;34800.0;34800.0;Finalizado;0.0;2.0;M;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;9.0;1.0;M;Ciencias Naturales Y Exactas;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;1.0;1.0;M;Ciencias Naturales Y Exactas;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;3.0;F;Ciencias Naturales Y Exactas;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;8.0;3.0;F;Ciencias Naturales Y Exactas;11.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;3.0;12.0;M;Ciencias Naturales Y Exactas;15.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;4.0;M;Ciencias Naturales Y Exactas;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;295441.0;295441.0;Finalizado;6.0;5.0;F;Ciencias Naturales Y Exactas;11.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;8.0;9.0;M;Ciencias Naturales Y Exactas;17.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;0.0;3.0;M;Ingenierías Y Tecnologías;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;163000.0;163000.0;Finalizado;5.0;5.0;M;Ingenierías Y Tecnologías;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;35000.0;35000.0;Finalizado;3.0;0.0;M;Ingenierías Y Tecnologías;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;6.0;M;Ingenierías Y Tecnologías;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;35500.0;35500.0;Finalizado;1.0;1.0;M;Ingenierías Y Tecnologías;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;86000.0;86000.0;Finalizado;0.0;3.0;M;Ingenierías Y Tecnologías;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;4.0;34.0;M;Ingenierías Y Tecnologías;38.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;1.0;4.0;F;Ingenierías Y Tecnologías;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;1.0;6.0;M;Ingenierías Y Tecnologías;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;87700.0;87700.0;Finalizado;5.0;4.0;M;Ingenierías Y Tecnologías;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;2.0;M;Ingenierías Y Tecnologías;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;300.0;300.0;Finalizado;3.0;5.0;F;Ingenierías Y Tecnologías;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;1.0;5.0;M;Ingenierías Y Tecnologías;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;299450.0;299450.0;Finalizado;8.0;13.0;F;Ingenierías Y Tecnologías;21.0;2009;1094
CONICET;2009-01-01;2011-12-31;160350.0;160350.0;Finalizado;5.0;4.0;M;Ingenierías Y Tecnologías;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;9.0;7.0;F;Ingenierías Y Tecnologías;16.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;15.0;7.0;M;Ingenierías Y Tecnologías;22.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;2.0;F;Ingenierías Y Tecnologías;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;8.0;2.0;F;Ingenierías Y Tecnologías;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;4.0;4.0;M;Ingenierías Y Tecnologías;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;290000.0;290000.0;Finalizado;10.0;2.0;F;Ingenierías Y Tecnologías;12.0;2009;1094
CONICET;2009-01-01;2011-12-31;299529.0;299529.0;Finalizado;9.0;5.0;F;Ingenierías Y Tecnologías;14.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;3.0;2.0;F;Ingenierías Y Tecnologías;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;2.0;4.0;F;Ingenierías Y Tecnologías;6.0;2009;1094
CONICET;2009-01-01;2011-12-31;295084.0;295084.0;Finalizado;7.0;4.0;F;Ingenierías Y Tecnologías;11.0;2009;1094
CONICET;2009-01-01;2011-12-31;87900.0;87900.0;Finalizado;4.0;3.0;M;Ingenierías Y Tecnologías;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;264780.0;264780.0;Finalizado;9.0;6.0;M;Ingenierías Y Tecnologías;15.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;1.0;4.0;M;Ingenierías Y Tecnologías;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;2.0;M;Ingenierías Y Tecnologías;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;3.0;1.0;M;Ingenierías Y Tecnologías;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;3.0;1.0;F;Ingenierías Y Tecnologías;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;3.0;1.0;F;Ingenierías Y Tecnologías;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;3.0;F;Ingenierías Y Tecnologías;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;4.0;1.0;F;Ingenierías Y Tecnologías;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;13.0;7.0;M;Ingenierías Y Tecnologías;20.0;2009;1094
CONICET;2009-01-01;2011-12-31;35900.0;35900.0;Finalizado;2.0;0.0;M;Ingenierías Y Tecnologías;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;4.0;M;Ciencias Médicas Y De La Salud;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;4.0;1.0;F;Ciencias Médicas Y De La Salud;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;244.0;244.0;Finalizado;6.0;4.0;M;Ciencias Médicas Y De La Salud;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;3.0;F;Ciencias Médicas Y De La Salud;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;4.0;4.0;M;Ciencias Médicas Y De La Salud;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;0.0;F;Ciencias Médicas Y De La Salud;1.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;2.0;2.0;M;Ciencias Médicas Y De La Salud;4.0;2009;1094
CONICET;2009-01-01;2011-12-31;299250.0;299250.0;Finalizado;6.0;1.0;M;Ciencias Médicas Y De La Salud;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;10.0;0.0;M;Ciencias Médicas Y De La Salud;10.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;4.0;3.0;F;Ciencias Médicas Y De La Salud;7.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;4.0;1.0;F;Ciencias Médicas Y De La Salud;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;7.0;7.0;M;Ciencias Médicas Y De La Salud;14.0;2009;1094
CONICET;2009-01-01;2011-12-31;36000.0;36000.0;Finalizado;1.0;1.0;F;Ciencias Médicas Y De La Salud;2.0;2009;1094
CONICET;2009-01-01;2011-12-31;180000.0;180000.0;Finalizado;7.0;2.0;F;Ciencias Médicas Y De La Salud;9.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;6.0;2.0;M;Ciencias Médicas Y De La Salud;8.0;2009;1094
CONICET;2009-01-01;2011-12-31;298000.0;298000.0;Finalizado;2.0;3.0;M;Ciencias Médicas Y De La Salud;5.0;2009;1094
CONICET;2009-01-01;2011-12-31;90000.0;90000.0;Finalizado;2.0;1.0;M;Ciencias Médicas Y De La Salud;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;218500.0;218500.0;Finalizado;3.0;0.0;F;Ciencias Médicas Y De La Salud;3.0;2009;1094
CONICET;2009-01-01;2011-12-31;300000.0;300000.0;Finalizado;7.0;1.0;F;Ciencias Médicas Y De La Salud;8.0;2009;1094
